seg_id,seg_atd,seg_lon,seg_lat,seg_lon_beg,seg_lat_beg,seg_lon_end,seg_lat_end,seg_npts,seg_ca_pts,seg_te_pts,h_ca_min,h_ca_mean,h_ca_max,h_ca_std,h_ca_p50,h_ca_p98,h_te_min,h_te_mean,h_te_max,h_te_interp,h_te_std,msw_flag,night_flag
11,315,23.8018694057831,-13.7127618559217,23.8018831771434,-13.7128967646146,23.8018556344227,-13.7126269472288,43,36,7,3.1321188120387,11.8582960123775,15.6055937718563,2.90822406499398,12.900528782639,15.5332287749205,1079.63342285156,1080.29771205357,1081.35900878906,1080.19576545759,0.611881596363485,2,1
12,345,23.8018418630781,-13.712492038533,23.8018556344227,-13.7126269472288,23.8018280917335,-13.7123571298372,40,39,1,2.29555313948003,9.40839916831466,14.7019766515534,3.68094796315851,10.6859594694553,14.5401308169297,NaN,NaN,NaN,1078.35569769928,NaN,2,1
13,375,23.8018143204046,-13.7122222211384,23.8018280917335,-13.7123571298372,23.8018005490757,-13.7120873124396,39,35,4,2.75056898466141,11.1286877324459,15.7411782804243,4.0518176916022,12.1468346431079,15.6669046464646,1075.48559570312,1076.25289916992,1076.83972167969,1076.20046631374,0.598341043590523,2,1
14,405,23.8017867777625,-13.7119524037379,23.8018005490757,-13.7120873124396,23.8017730064493,-13.7118174950362,42,39,3,2.99008563810025,11.5258943695041,14.9923227977308,3.18615725931655,12.6745348039869,14.9431352152072,1073.64196777344,1074.07592773438,1074.75903320312,1073.91296801906,0.598760308135143,2,1
15,435,23.8017592351519,-13.7116825863316,23.8017730064493,-13.7118174950362,23.8017454638544,-13.7115476776269,46,36,10,4.6231709002866,12.3005393729848,18.2136543042718,3.74622532960041,12.9449081529381,18.1054930216581,1071.84204101562,1072.54313964844,1073.15954589844,1072.42734233834,0.476996823897852,2,1
16,465,23.8017316925727,-13.7114127689193,23.8017454638544,-13.7115476776269,23.801717921291,-13.7112778602117,47,33,14,3.12835160524673,10.6316199592348,18.4276274627887,4.19380104530145,10.8896353033344,18.3811525451464,1070.8798828125,1071.40005057199,1071.86511230469,1071.12865877055,0.360654381800447,2,1
17,495,23.801704150025,-13.7111429515012,23.801717921291,-13.7112778602117,23.801690378759,-13.7110080427907,48,30,18,2.2538060779998,8.26300724392308,13.3133703784445,3.138330681168,9.13715396860528,13.1698450391274,1069.53466796875,1070.44954427083,1070.98046875,1070.30197478072,0.476837965130292,2,1
18,525,23.8016766075087,-13.7108731340772,23.801690378759,-13.7110080427907,23.8016628362584,-13.7107382253637,38,14,24,4.40889255456705,7.48705276497918,10.3356301928059,2.08290423912587,8.33039449487387,10.3356301928059,1068.79272460938,1068.99664306641,1069.73486328125,1068.80707404214,0.241384993036343,2,1
19,615,23.8015939801485,-13.7100636817699,23.8016077513516,-13.7101985904922,23.8015802089453,-13.7099287730476,56,45,11,2.99323465312614,8.80571295611423,14.7814408672427,2.88299325390528,9.1586194949698,14.5484011310697,1069.94604492188,1070.6503462358,1071.16589355469,1070.44577589633,0.409974282263247,2,1
20,645,23.8015664377579,-13.7097938643224,23.8015802089453,-13.7099287730476,23.8015526665705,-13.7096589555972,39,30,9,2.99088528499783,8.56777753041856,12.0765472118378,2.41192855386163,8.09099943745559,12.0713177131756,1070.8681640625,1071.2343343099,1071.47961425781,1071.17762920662,0.185015640709168,2,1
21,675,23.8015388953989,-13.709524046869,23.8015526665705,-13.7096589555972,23.8015251242272,-13.7093891381409,53,42,11,2.11561076490557,8.23334355928912,14.6589177199205,3.39126767878542,8.18697668602317,14.6579399854736,1071.55786132812,1071.81420898438,1072.03991699219,1071.57575290028,0.135086175911419,2,1
22,705,23.8015113530712,-13.7092542294098,23.8015251242272,-13.7093891381409,23.8014975819153,-13.7091193206787,54,37,17,2.52202404540981,9.99053520204897,15.1267603735348,4.07840063757521,10.1260452715719,15.0675306343543,1071.78076171875,1072.08124138327,1072.38830566406,1071.89752609352,0.167623431730449,2,1
23,735,23.801483810775,-13.7089844119446,23.8014975819153,-13.7091193206787,23.8014700396348,-13.7088495032106,54,43,11,2.06996802360391,10.9574519629599,15.1653688102124,3.39228342227369,12.359537762318,14.9208214207045,1072.05212402344,1072.29666415128,1072.60607910156,1071.98668724936,0.185354684101257,2,1
24,765,23.8014562685103,-13.7087145944736,23.8014700396348,-13.7088495032106,23.8014424973857,-13.7085796857366,46,33,13,3.73845857694209,8.88646715708018,13.7366125098984,2.79954319944511,9.4432296075413,13.6693479170848,1072.3193359375,1072.50429124099,1072.65344238281,1072.3851028666,0.0975622340787887,2,1
25,795,23.8014287262769,-13.7084447769967,23.8014424973857,-13.7085796857366,23.8014149551681,-13.7083098682568,51,38,13,3.04553128237922,12.6310271786449,16.6970801353209,3.9549974753012,14.6022185860334,16.5663596919438,1072.45166015625,1072.58619103065,1072.80603027344,1072.42065137669,0.108656012589994,2,1
26,825,23.8014011840751,-13.7081749595139,23.8014149551681,-13.7083098682568,23.801387412982,-13.7080400507711,48,39,9,3.62967936521432,10.4172458424387,15.017729988059,3.01120735182839,11.6347954177465,14.9461531268706,1071.87341308594,1072.13457573785,1072.38269042969,1072.08796658578,0.180418364099853,2,1
27,855,23.8013736419046,-13.7079051420253,23.801387412982,-13.7080400507711,23.8013598708273,-13.7077702332795,41,31,10,2.59120677705937,9.24948184080401,15.5748576615281,3.89731149324397,9.60002341647055,15.5627670451113,1071.21325683594,1071.63850097656,1071.90478515625,1071.60071014729,0.267829468826428,2,1
28,885,23.8013460997656,-13.7076353245308,23.8013598708273,-13.7077702332795,23.801332328704,-13.707500415782,43,36,7,2.11223175940381,8.84005507735335,14.5372849611879,3.43053120062711,9.13495346507511,14.5347736930633,1069.69775390625,1070.6187046596,1071.07800292969,1070.19268138658,0.489176343565821,2,1
